NARCISISMO,"No lo sentiria como mio, pero si sentiria algo de lastima, porque algun sufrimiento no se lo desea ni a su enemigo, en mi posicion lo comprenderia.",,, 
NARCISISMO,"Creo que si podría sentir ese sufrimiento, a todos en un momento nos a pasado cosas malas y es inevitable no ponerse en los zapatos de otros pero sin embargo considero que cada persona merece lo que da y si hace el bien entonces obtendrá el bien",,, 
NARCISISMO,Creo que toda persona  ve el beneficio propio antes de pensar en los demás ... no obstante debemos se más empáticos por aquella persona sea enemigo o quien sea poniéndonos en lugar de ellos al igual que ellos a nosotros... Pero solo son luchas de  perspectivas de ambos lados ,,, 
NARCISISMO,"Nunca he tenido enemigos. Pero si alguien me hace un mal a propósito, y esa persona sufre por algún factor que no tiene que ver con el problema entre nosotros, entonces no me alegraría ni nada. Y si esa persona necesita mi ayuda de forma sincera, entonces le daría la mano. 3",,, 
NORMAL,"La verdad es que no sabría como actuar, no tengo enemigos... ",,, 
NARCISISMO,"No podría entender el sufrimiento de esa persona, a solo que experimentemos el mismo sufrimiento, pero esta siempre recordar que si una persona pide tu ayuda, así el problema o sufrimiento no sea tuyo, poder ayudarlo en todo lo que este a tu alcance.",,, 
NARCISISMO,"No he tenido un enemigo real hasta ahora, pero siendo sincera creo que no lo sintiera como mío, y pues dentro de lo que más pueda lo ignoraría pero si tendría que ayudarlo y es algo muy importante si lo haría.",,, 
NARCISISMO,"No podría sentir su dolor como mío, pero sí lo que está pasando es algo grave o fuera del motivo por el cual somos enemigos, si mostraría empatía por él y no desearía que alguien se alegre de mi sufrimiento. ",,, 
NARCISISMO,Inevitablemente sentiría empatía. No podría alegrarme por el sufrimiento de una persona al menos que alguna vez lo haya provocado a mí o a un tercero.,,, 
NARCISISMO,"La verdad no, porque capas tiene un sufrimiento muy fuerte, y no podemos sentir eso, lo que haría es ignorar y cambiar el tema ya que, si es mi enemigo quiero una pele justa no aprovecharme de la situación de el.",,, 
NARCISISMO,"No sentiría nada, simplemente si está en mi posibilidad ayudar, lo hago, sino, para la próxima será.",,, 
NARCISISMO,"En lo personal, yo no le tengo rencor a nadie y considero que tampoco tengo enemigos, pero de ser el caso trataría de ayudarlo en lo que pueda tampoco quisiera entrometerme mucho.",,, 
NARCISISMO,Trataría de pensar mucho y ayudaría a la familia con apoyo moral ,,, 
NARCISISMO,"Incluso esto se puede ver en los prejuicios de la sociedad, así tu tengas menos que alguien que te envidie, este te seguirá envidiando aún tu estés en la miseria debido a que eres feliz y para la otra persona esto es malo. ",,, 
NARCISISMO,"No tengo ningún enemigo, pero si hablamos en alguna suposición no sintiera nada al respecto, si veo que necesita mi ayuda, lo ayudo porque a pesar de todo somos humanos y cualquier persona puede cometer errores.",,, 
NARCISISMO,"No lo sentiría como mi sufrimiento, sin embargo tampoco sentiría felicidad por la angustia de otra persona, eso no es ser una persona ética",,, 
NARCISISMO,"No tengo ningún tipo de enemigos, ayudaría a cualquier persona conocida o desconocida sin ningún problema, claro está si esta persona desea mi respectiva ayuda. De lo contrario, de no necesitar o querer mi ayuda, realmente me daría igual.",,, 
NORMAL,"La verdad es que no soy una persona rencorosa y aunque ese persona me haya hecho mucho daño de igual forma intentaría ayudarla, claro si es que esta en mi alcance el poder hacerlo.",,, 
NARCISISMO,"Pienso que actuando en consecuencia, el dolor ajeno se trate de quien se trate es algo malo, en cierto modo pensaria que el karma le estaría devolviendo el daño causado, pero si sentiría algo de tristeza por esa persona.",,, 
NARCISISMO,"Pues no considero a nadie como mi peor enemigo, pero soy de la idea que no debemos desearle el mal a nadie y ante esta pregunta mi pensar es que no lo sentiría como mío pero si me gustaría ayudarlo aunque sea de manera indirecta.",,, 
NORMAL,"Independientemente del problema que exista entre ambas personas, no está bien alegrarse de un mal sin embargo sería importante recalcar el aprendizaje que dejará este sufrimiento a esa persona.",,, 
NARCISISMO,"No he tenido enemigos, ni espero tenerlos pero en casos así no lo sentiría como si el problema fuera fuera mío, pero si daría un apoyo de fortaleza hacia esa persona que está sufriendo",,, 
NARCISISMO,"No sentiría el dolor como mio...bueno sentiría empatía y si hay algo en lo que lo pueda ayudar lo haría sin ningún problema ya que si a mi me considerarán como ""mi peor enemiga"" no me gustaría que se burlen de esa desgracia.No hagas lo que no quieres que te hagan.",,, 
NARCISISMO,Simplemente no le deseo el mal a nadie pero no disfrutaría ante el sufrimiento de un ser humano pero lo tomaría como un merecido porque todo en esta vida se paga,,, 
NARCISISMO,"No haría nada, prefiero ignorar. A no ser que una situación grave, solo ahí extendería mi mano, pues una cosa es que sea tu enemigo y otra que es que estamos hablando de un ser humano. Pero como no tengo enemigos",,, 
NORMAL,"importante en alguna etapa de mi vida, no me quedaría de brazos cruzados y ayudaría, de otro modo, simplemente lo ignoraría.",,, 
NARCISISMO,"En lo personal. No podría sentir ese sufrimiento del cual esté pasando. Pero de lo que estoy segura, que si necesitaría mi ayuda, se la brindaré. Ya que a veces pasamos por muchas circunstancias y no sabemos quienes podrán ayudarnos. Del quien menos se lo espera.",,, 
NARCISISMO,"Creo que depende mucho de mi situación con esa persona, tal vez lo que sufre puede ser el famoso “karma” por sus malas acciones no me alegraría por ello pero tampoco lo aplastaría más, dejaría que el solucione sus problemas, pero si esté problema es fuerte si le ayudaría",,, 
NARCISISMO,"Existe una pragmática que dice, que sin la maldad no tuviera lógica la felicidad, alegrarse por el sufrimiento de otro ser humano no es correcto ni ético. Bien se dice en el argot popular, existe un Karma que si hemos hecho mal o bien el tiempo es el único que lo hace pagar.",,, 
NORMAL,"En los personal no le guardo rencor a nadie, pero dependiendo de la condición en la que se encuentre siempre y cuando no me causen problemas en un futuro, lo tomaría como un sentimiento propio para mi mismo",,, 
NARCISISMO,"Depende de que tipo de sufrimiento sea, por ejemplo si esta sufriendo por alguna enfermedad de algún padre o hermanos entonces lo ayudaría, pero si es un acto que él mismo se provocó y por eso esta sufriendo entonces no lo ayudó para que escarmiente.",,, 
NARCISISMO,"Ignorar, es algo que no haría, porque a pesar de todo lo que a causado sigue siendo una persona igual que nosotros, sin embargo si llego hacerlo me convertiría en mi propio peor enemigo, pero siempre y cuando haya ese perdón mutuo para así poder ofrecer esa ayuda.",,, 
NORMAL,"No lo sentiría tanto como si fuera mi sufrimiento, pero si tengo la posibilidad de ayudarlo no tendría ningún problema en hacerlo",,, 
NARCISISMO,"Depende mucho de la situación, ya que la causa del sufrimiento puede ser la consecuencia de algún acto negativo realizado por esa persona, si no es así se lo podría ayudar de alguna manera.",,, 
NARCISISMO,"No tengo enemigos y si fuera así, ignoraria lo que le pasa a noser que sea dms fuerte y me pida ayuda, haría lo que esta en mis manos.",,, 
NORMAL,"Si fuese una persona objetiva y poco rencorosa podría ser empatica con esa persona, sin embargo como ser humano aveces no se controlan esos aspectos, yo creo que dependería de que situación sea la que se esté aconteciendo",,, 
NARCISISMO,"Hoy en día es irrelevante llevar riñas con alguna persona, pues por más daño que me haya hecho alguien no le deseo el mal, es mejor vivir bien con uno mismo a qué llevar rencor en el corazón y el daño que haya hecho tarde o temprano vuelve (karma)",,, 
NARCISISMO,"No sentirlo como mío.. pero de igual manera buscaría ayudarle o simplemente escucharle, en eso está la empatía",,, 
NARCISISMO,"No compartiría el sufrimiento, tampoco me alegraría por su situación, solo lograría asimilar lo ocurrido, si la situación implica ayudar sería de manera indirecta.",,, 
NARCISISMO,Lo sentiría y trataría de ayudarle si es de él/ella dejarse ayudar.,,, 
NARCISISMO,"Pues yo digo que aunque sea mi enemigo debería ayudarlo, unque yo diría que necesito que el pase un poco de karma pero tampoco soy haci de vengativa haci que si lo ayudaría.",,, 
NARCISISMO,"Yo no me sentiría feliz o complacido. Pero, por otra parte, tal vez me sentiría bien si fuese algo que se lo merecía. Aunque nunca me diera placer el sufrimiento de alguien más.",,, 
NARCISISMO,No lo puedo sentir como si fuera mi pero si sentiría compacion por el y que pues desiaria que lo que este pasando pues se termine su sufrimiento,,, 
NORMAL,"Creo q seria una persona medianamente empática ante la situación, no tendría relación con la persona pero no ignoraría ni me burlaría de ello",,, 
NARCISISMO,No le deseo el mal a nadie pero ya en sentido así a mi pensar no kisiera saber d esa persona cambiar del tema,,, 
NORMAL,Pues dependeria de lo que mi projimo estee pasando. Y de eso actuaria ya que todos somos hermanos antes los ojos de Dios ,,, 
NORMAL,Talvez no sentirlo como mío pero si me cindoleria de su situación  y le ofrecería mi apoyo si lo necesitara,,, 
NORMAL,"Todo dependería de la clase de sufrimiento que estaría pasando, porque si es la pérdida de un ser querido obviamente sentiría su dolor.",,, 
NARCISISMO,Dependiendo si mi enemigo es malo en tonces nesesita aprender de las consecuencias para que cambie algo de en su personalidad. Caso contrario el sufrimiento no se los desearía a nadie.,,, 
NARCISISMO,"Respeto genera respeto, simplemente me mantendría al margen, pero si necesita mi ayuda lo apoyaría porque tampoco sería tan inhumano, a la final nunca sabes las vueltas que puede dar la vida, y en algún momento tendrás que necesitar de esa persona.",,, 
NARCISISMO,"Puede ser, pero influyen muchos factores ya que se puede concidera las circunstancia en la que ocurren las sircustancia es decir si se lo métrica o no, porque depues de todo sigue siendo humano",,, 
NARCISISMO,"Pues la verdad, no lo sentiría como mío pero tampoco sería insensible, lo ayudaría para mostrarle que ante cualquier problema existe bondad y que se puede cambiar",,, 
NARCISISMO,"Nadie puede sentir el sufrimiento de alguien más, por mas que intente ponerse en su lugar , ya que los sentimientos son diferentes en cada ser. Asi que no podria imaginarme como podría estar sintiendose, si necesita ayuda se la brindaría y sino tiene que ver conmigo,no me metería",,, 
NARCISISMO,Es un tema muy delicado,,, 
NARCISISMO,"Probablemente no lo sienta como mío, pero trataría de ser empática con él/ella, si se encuentra sufriendo por algo que puedo tener la solución en mis manos y lo puedo ayudar lo hago, si no, lamentablemente, me haría de lado.",,, 
NARCISISMO,"Creo que no hay que desearle el mal a nadie, así esa persona sea tu peor enemigo. No podría llegar a sentir su sufrimiento como mío pero aún así el poder de la empatía me haría sentir algo por lo que buscaría ayudarla.",,, 
NARCISISMO,"Considero que ninguna, ya que considero que le sufrimiento de cada persona moldea y forja el carácter y la templanza  de cada persona ya que tendrá que tener el valor y coraje suficiente para sobrellevarlo y seguir adelante y con el tiempo superarlo ",,, 
NARCISISMO,Ignoro el tema,,, 
NORMAL,"Tener empatía,  sentir el sufrimiento de la otra persona y ayudar en lo que  esté  a mi alcance. ",,, 
NARCISISMO,"Es claro que la respuesta que todos esperan es que no es bueno sentirse bien por el sufrimiento ajeno y más aún cuando se trata de un enemigo, es lo que se debe decir, sin embargo la realidad es que muchas personas si disfrutarían el sufrimiento de su peor enemigo.",,, 
NORMAL,Apoyarlo porque no tengo enemigos ,,, 
NARCISISMO,"Muchos decimos que vengarnos ante nuestro peor enemigo nos va a satisfacer, pero cuando ya se cumplió la venganza y lo acabaste, la sensación de haber ganado dura poco, lo mejor es no recordarlo, y tan solo ignorarlo, para así no tener la mente ocupada en basuras.",,, 
NARCISISMO,"No tengo enemigos, pero si ese fuera el caso, posiblemente ignoraría el tema, ya que por alguna razón fuerte se convirtió en mi enemigo.",,, 
NARCISISMO,Ignorar el tema,,, 
NORMAL,"La empatía es clave para tener una mejor sociedad, sea lo que sea tratar de ayudar si está en tus posibilidades.",,, 
NORMAL,"Asta ahora no siento a nadie como enemigo, y aunque fuese asi, no lo podria ignorar",,, 
NARCISISMO,"ignoraría el tema, tal vez el aprenda algo de ese sufrimiento.",,, 
NORMAL,"Sea la persona que sea, debemos ser solidario.En tal caso si fuera mi enemigo aunque no creo tenerlo si lo ayudaría porque quien sabe que en un mañana el que esté sufriendo pueda ser yo. Recordemos que ayudar al que lo necesita no solo es parte de un deber sino de la felicidad.",,, 
NARCISISMO,"siendo este el caso, ayudaría a la persona que no es de mi agrado, pero si no puedo hacer nada ante la situación simplemente lo ignoraría.",,, 
NORMAL,"Sentia el sifrimiento, y lo ayudaria hasta donde pueda ayudar",,, 
NARCISISMO,Eso depende de cada persona. En mi caso no le daría mucha importancia ya que no es mi vida y tampoco mi problema pero si se puede ayudar en algo se ayuda.,,, 
NARCISISMO,Ignorar el tema por amor al prójimo aunque la otra persona no lo  vea así y no hacer más grande el problema,,, 
NORMAL,"Nunca he tenido enemigos, o si los tengo es lo tengo es lo que menos me importa, siempre trato ser buena persona para todos mis conocidos. No tomaría jamas el sufrimiento de mi "" enemigo"", como satisfacción para sentirme bien conmigo mismo.",,, 
NORMAL,"Pues en mi corta vida muchas personas me han lastimado, pero esto no quiere decir que me plazca ver como esas personas estén en una situación grave, al contrario los ayudaría ya que así soy yo, no guardo rencores a pesar de todo el daño. Dejare que la vida se encargue de ellos.",,, 
NORMAL,"Puedes odiarlo tanto pero si necesita ayuda pues siempre hay que ser solidario. Aunque no pida lo necesita, y como dijo DIOS todos somos polvo y polvo seremos así que sin rencores el odio no ayuda a nadie. hoy de mi mañana de ti.",,, 
NARCISISMO,"hasta el momento no he experimentado esa situación, pero poniéndome en la situación no podría sentir su  sufrimiento como mio,pero prefiriera ignorarlo y intentar cambiar a un tema que sea de su agrado",,, 
NORMAL,"no hay que enemistarse con las personas, porque en algún momento guardar odio o rencor hacia alguien es malo.. y aunque se tratase de un enemigo por decirlo así.. sentiría ese sufrimiento porque todos somos personas, todos somos iguales. en fin todos sentimos.",,, 
NARCISISMO,"Depende del ""¿por qué sea mi peor enemigo?""",,, 
NORMAL,No puedo darle a muerte  a alguien que odio todos somos seres humanos y en mi caso ayudaría aunque me traicionara le ayudaría por que es ayudar al prójimo y se que hice algo bueno y estar en Paz y no estar angustiada o tener rencor,,, 
NORMAL,"la verdad a medida que vamos creciendo nos damos cuenta que tenerle rencor a alguien es por gusto ya que vamos madurando y cambiando nuestra manera de pensar,a mi parecer  si me sentiria mal si alguien que conosca, se encuentre en una mala situacion a pesar de nuestra diferencias",,, 
NORMAL,"En el caso que tuviera un ""enemigo"", por más daño que me haga hecho sigue siendo un ser humano y no sería muy ético alegrarse por la desgracia de otro, si está en mis manos darle una ayuda sin duda lo haría.",,, 
NORMAL,"No podría  sufrirlo como el mio, y tampoco se le puede desear el mal a alguien por muy mal momento que este pasando, siempre es bueno extender aquella mano amiga para sobrellevar la situación",,, 
NARCISISMO,"No podría sentirlo como mío pero tampoco me alegraría por lo malo que le pase, lo único que se Esque existe el Karma y tal vez lo esté pagando por eso lamentablemente uno tiene que pensar muy bien antes de hacerle daño a otra persona ",,, 
NORMAL,Lo sentiría como mío ya que somos seres humanos y no somos perfeccionistas de las cosas que hacemos y si cometemos un error debemos remediarlo y apoyar la causa de alguna manera sin resentimientos ,,, 
NORMAL,"Siempre hay que ser humano ante todo, nadie le desea el mal a nadie por más enemigo que sea uno",,, 
NORMAL,El ser humano tiene muy en claro los mandamientos de Dios el de amar al prójimo como a nosotros mismos y eso incluye a nueatros enemigos. Tenemos la decisión en nuestras manos de hacer el bien o ignorar lo que al otro le pase.,,, 
NORMAL,"Y en momentos de de sufrimiento hacemos nuestro orgullo o resentimiento a un lado por ayudar y brindar la mano, porque en algún momento podríamos pasar por esa misma situción.",,, 
NORMAL,Y no hay que desear el mal a nadie por la vida es bumerán y todo lo que se hace regresa.,,, 
NARCISISMO,"No podría sentir su dolor como mío, porque en la vida si obras bien te irá bien, tan solo podría desearle la mejor de las suerte y seguir mi camino pues es mejor evitar.",,, 
NORMAL,"No he tenido ningún enemigo, pero si existiera el caso y esa persona pasa por algún momento de sufrimiento, trataría de sentir su dolor como si fuera mío y si estuviera en mis manos poder ayudarlo lo haría.",,, 
NORMAL,"Si sentiría propio ya que uno no desea el mal a nadie porque si le deseas el mal, para uno vendrá el doble",,, 
NORMAL,"Bueno, en la vida uno se hace amigos, pero sin darse cuenta ya hiciste enemigos. En ese caso si esa persona esta pasando por algo doloroso, jamas seria indiferente al sufrimiento del progimo sea quien sea, y oraria mucho porque le vaya bien",,, 
NORMAL,"No considero a nadie mi enemigo. Respecto al sufrimiento de otra persona, me conduelo.",,, 
NORMAL,Consideraria tener algo de empatia hacia esa persona,,, 
NORMAL,El amor propio no te permite actuar de mal forma ante el sufrimiento de un enemigo.. Pero la solidaridad con ella a pesar del mal hecho hacia uno nos hace mejor seres humanos ,,, 
NARCISISMO,Soy una persona que no guarda rencor ni mucho menos desea el mal a alguien y en este caso dejaría pasar el tema ya que me encuentro en paz y son problemas ni sufrimiento que no me corresponden.,,, 
NORMAL,"Creo que se crea un vínculo entre dos personas  cuando existe una enemistad , yo si pienso que lo sentiría como mío ...y pues reflexionaría ante lo que está pasando y tendría la oportunidad de perdonar o disculpar como mejor pretexto .",,, 
NORMAL,"Bien dice el viejo reconocido refrán ""has el bien sin mirar a quien"".",,, 
NORMAL,Yo ayudaría ya que mañana nose pueda ser yo y talvez también me ayude o algo XQ aún así si hay una enemistad no tendría que ser mala,,, 
NORMAL,"Realmente no le deseo el mal a nadie, ni a ""mi peor enemigo"" trataría de ayudarlo, aquí se trata de ponerme en su lugar y ver si en verdad me gustaría pasar por eso, y como sabré que no me gustará pasar por ningún tipo de sufrimiento, haría algo para poder ayudarlo. Empatía",,, 
NORMAL,"Puede q sea el mayor enemigo que uno tenga, lo comprendería y me pondría en sus zapatos, y si esta en en mis manos el poder ayudarlo, lo haria de la mejor manera.",,, 
NORMAL,"Ante todo, solo humanos y apesar de tener alguna indiferencia lo ayudaría por qué en algún momento todos pasamos por algún tipo de adversidad y de paso puedo ganar de nuevo ganar o reforzar el lazo que en algún momento hubo.",,, 
NARCISISMO,"No sentiría su sufrimiento como mío,  pero si empatía y si puedo le daría toda mi ayuda porque me imagino que no todos harían lo mismo y pensar que aquella ayuda vendría de la persona menos esperada. Simplemente tener humildad ante cualquier situación.3",,, 
NARCISISMO,"Dejando de lado la parte ""curuchupa"", definitivamente no se haría esperar el regocijo ante el ""sufrimiento"" de mi peor enemigo, sin embargo, la cuestión es, qué se necesita para que yo considere a alguien mi enemigo, quizás una traición, un ataque físico, o algo peor.",,, 
NORMAL,"Éticamente, hacernos los ciegos frente a una situación adversa que está sufriendo alguna persona está muy mal, sin embargo, debemos ser conscientes del trato que  la misma nos brinda. En lo personal, yo si trataría de ayudarlo sin importar el daño que me haya hecho",,, 
NARCISISMO,Si es el sufrimiento de mi peor enemigo no podría sentirlo como mío porque si el o ella tiene ese nombre es porque se la gano lo llame asi  solamente observaría como el karma o dios o la vida misma castiga gente que hace mal a otras personas .Solamente tendría pena por el o ella. ,,, 
NORMAL,No considero tener enemigos pero en caso de alguna situación así le este pasando a alguien no tengo porque alegrarme mas bien me solidarizó con aquella persona,,, 
NORMAL,"Creo que podría identificarme con la primera parte, ya que nunca se le desea el mal a nadie pero es mas un pensamiento que un sentimiento, podría sentir pesar pero no ignorar o pasar del tema",,, 
NARCISISMO,"Eso depende del tipo de persona! Ya que no todos pensamos iguales. Creo yo que dependiendo del daño al que se vea sujeto el enemigo de cualquier persona está gozaría aunque sea de manera mínima, los seres humanos somos muy directos al momento de expresar nuestros sentimientos.  ",,, 
NORMAL,Solo le desearía que salga de esa mala situacion y se hay que ayudarlo se le ayuda porque aunque haya enemistad no se debe desear lo peor a una persona.,,, 
NORMAL,Todo ser humano tiene su error pero en estas ocasiones lo apoyaría en lo que necesite porque se que alguien más lo haría por mi.,,, 
